,Date,MeanTemp
45773,2008-05-05,9.7
45774,2008-05-06,12.15
45775,2008-05-07,12.950000000000001
45776,2008-05-08,8.950000000000001
45777,2008-05-09,10.55
45778,2008-05-10,11.2
45779,2008-05-11,12.85
45780,2008-05-12,14.3
45781,2008-05-13,10.15
45782,2008-05-14,10.4
45783,2008-05-15,8.75
45784,2008-05-16,10.25
45785,2008-05-17,10.100000000000001
45786,2008-05-18,9.2
45787,2008-05-19,7.700000000000001
45788,2008-05-20,8.65
45789,2008-05-21,10.6
45790,2008-05-22,8.549999999999999
45791,2008-05-23,8.0
45792,2008-05-24,7.85
45793,2008-05-25,8.6
45794,2008-05-26,11.6
45795,2008-05-27,11.5
45796,2008-05-28,9.1
45797,2008-05-29,9.85
45798,2008-05-30,8.95
45799,2008-05-31,8.8
45800,2008-06-01,7.3
45801,2008-06-02,10.149999999999999
45802,2008-06-03,12.100000000000001
45803,2008-06-04,12.85
45804,2008-06-05,11.45
45805,2008-06-06,10.55
45806,2008-06-07,7.65
45807,2008-06-08,9.4
45808,2008-06-09,11.850000000000001
45809,2008-06-10,11.149999999999999
45810,2008-06-11,12.6
45811,2008-06-12,11.85
45812,2008-06-13,10.85
45813,2008-06-14,6.4
45814,2008-06-15,8.4
45815,2008-06-16,11.649999999999999
45816,2008-06-17,10.45
45817,2008-06-18,7.95
45818,2008-06-19,9.95
45819,2008-06-20,10.05
45820,2008-06-21,7.15
45821,2008-06-22,9.1
45822,2008-06-23,6.9
45823,2008-06-24,6.9
45824,2008-06-25,8.45
45825,2008-06-26,9.05
45826,2008-06-27,8.9
45827,2008-06-28,6.65
45828,2008-06-29,8.6
45829,2008-06-30,7.95
45830,2008-07-01,8.5
45831,2008-07-02,9.85
45832,2008-07-03,4.95
45833,2008-07-04,4.45
45834,2008-07-05,7.05
45835,2008-07-06,6.7
45836,2008-07-07,7.05
45837,2008-07-08,6.2
45838,2008-07-09,3.7500000000000004
45839,2008-07-10,5.25
45840,2008-07-11,5.65
45841,2008-07-12,4.25
45842,2008-07-13,5.75
45843,2008-07-14,9.6
45844,2008-07-15,5.95
45845,2008-07-16,5.95
45846,2008-07-17,4.85
45847,2008-07-18,5.95
45848,2008-07-19,7.0
45849,2008-07-20,4.95
45850,2008-07-21,6.949999999999999
45851,2008-07-22,4.699999999999999
45852,2008-07-23,3.8499999999999996
45853,2008-07-24,5.6
45854,2008-07-25,5.4
45855,2008-07-26,4.65
45856,2008-07-27,3.6999999999999997
45857,2008-07-28,4.55
45858,2008-07-29,6.5
45859,2008-07-30,4.699999999999999
45860,2008-07-31,5.65
45861,2008-08-01,6.35
45862,2008-08-02,7.95
45863,2008-08-03,7.550000000000001
45864,2008-08-04,5.15
45865,2008-08-05,4.5
45866,2008-08-06,9.45
45867,2008-08-07,5.25
45868,2008-08-08,7.8
45869,2008-08-09,3.3499999999999996
45870,2008-08-10,2.05
45871,2008-08-11,4.5
45872,2008-08-12,5.25
45873,2008-08-13,7.25
45874,2008-08-14,6.3999999999999995
45875,2008-08-15,9.649999999999999
45876,2008-08-16,8.95
45877,2008-08-17,5.1499999999999995
45878,2008-08-18,4.55
45879,2008-08-19,3.9
45880,2008-08-20,7.0
45881,2008-08-21,8.25
45882,2008-08-22,5.8
45883,2008-08-23,6.949999999999999
45884,2008-08-24,5.35
45885,2008-08-25,6.6499999999999995
45886,2008-08-26,7.9
45887,2008-08-27,5.9
45888,2008-08-28,7.3
45889,2008-08-29,8.0
45890,2008-08-30,8.4
45891,2008-08-31,11.649999999999999
45892,2008-09-01,9.45
45893,2008-09-02,8.4
45894,2008-09-03,7.65
45895,2008-09-04,8.350000000000001
45896,2008-09-05,9.1
45897,2008-09-06,11.200000000000001
45898,2008-09-07,7.8999999999999995
45899,2008-09-08,7.85
45900,2008-09-09,5.5
45901,2008-09-10,6.25
45902,2008-09-11,7.050000000000001
45903,2008-09-12,10.55
45904,2008-09-13,17.25
45905,2008-09-14,16.25
45906,2008-09-15,14.2
45907,2008-09-16,8.549999999999999
45908,2008-09-17,7.3999999999999995
45909,2008-09-18,9.55
45910,2008-09-19,14.2
45911,2008-09-20,15.4
45912,2008-09-21,12.1
45913,2008-09-22,12.549999999999999
45914,2008-09-23,12.0
45915,2008-09-24,9.85
45916,2008-09-25,10.95
45917,2008-09-26,11.7
45918,2008-09-27,16.1
45919,2008-09-28,19.35
45920,2008-09-29,11.899999999999999
45921,2008-09-30,9.55
45922,2008-10-01,11.0
45923,2008-10-02,16.6
45924,2008-10-03,22.85
45925,2008-10-04,17.55
45926,2008-10-05,15.8
45927,2008-10-06,14.6
45928,2008-10-07,8.15
45929,2008-10-08,9.2
45930,2008-10-09,10.25
45931,2008-10-10,13.3
45932,2008-10-11,15.299999999999999
45933,2008-10-12,14.2
45934,2008-10-13,16.400000000000002
45935,2008-10-14,16.5
45936,2008-10-15,14.4
45937,2008-10-16,12.7
45938,2008-10-17,14.55
45939,2008-10-18,15.7
45940,2008-10-19,18.4
45941,2008-10-20,19.35
45942,2008-10-21,14.8
45943,2008-10-22,9.2
45944,2008-10-23,10.6
45945,2008-10-24,10.799999999999999
45946,2008-10-25,14.4
45947,2008-10-26,17.0
45948,2008-10-27,19.85
45949,2008-10-28,17.75
45950,2008-10-29,16.2
45951,2008-10-30,19.7
45952,2008-10-31,21.25
45953,2008-11-01,15.55
45954,2008-11-02,18.35
45955,2008-11-03,18.35
45956,2008-11-04,14.75
45957,2008-11-05,14.2
45958,2008-11-06,16.15
45959,2008-11-07,14.55
45960,2008-11-08,15.55
45961,2008-11-09,14.7
45962,2008-11-10,19.3
45963,2008-11-11,19.2
45964,2008-11-12,20.75
45965,2008-11-13,21.3
45966,2008-11-14,23.6
45967,2008-11-15,21.5
45968,2008-11-16,15.9
45969,2008-11-17,17.1
45970,2008-11-18,17.35
45971,2008-11-19,18.9
45972,2008-11-20,18.5
45973,2008-11-21,16.65
45974,2008-11-22,10.1
45975,2008-11-23,10.5
45976,2008-11-24,15.5
45977,2008-11-25,14.9
45978,2008-11-26,15.45
45979,2008-11-27,18.85
45980,2008-11-28,19.75
45981,2008-11-29,19.35
45982,2008-11-30,14.9
45983,2008-12-01,19.4
45984,2008-12-02,15.05
45985,2008-12-03,17.35
45986,2008-12-04,17.799999999999997
45987,2008-12-05,22.05
45988,2008-12-06,21.15
45989,2008-12-07,21.55
45990,2008-12-08,19.25
45991,2008-12-09,19.1
45992,2008-12-10,19.2
45993,2008-12-11,18.0
45994,2008-12-12,17.2
45995,2008-12-13,18.1
45996,2008-12-14,15.8
45997,2008-12-15,17.1
45998,2008-12-16,16.5
45999,2008-12-17,17.5
46000,2008-12-18,19.2
46001,2008-12-19,14.85
46002,2008-12-20,14.2
46003,2008-12-21,16.950000000000003
46004,2008-12-22,19.95
46005,2008-12-23,21.05
46006,2008-12-24,17.049999999999997
46007,2008-12-25,19.9
46008,2008-12-26,22.5
46009,2008-12-27,21.700000000000003
46010,2008-12-28,21.45
46011,2008-12-29,19.6
46012,2008-12-30,16.7
46013,2008-12-31,18.75
46014,2009-01-01,19.85
46015,2009-01-02,18.25
46016,2009-01-03,18.05
46017,2009-01-04,20.6
46018,2009-01-05,22.85
46019,2009-01-06,22.55
46020,2009-01-07,24.2
46021,2009-01-08,21.6
46022,2009-01-09,16.45
46023,2009-01-10,16.45
46024,2009-01-11,19.4
46025,2009-01-12,20.55
46026,2009-01-13,24.799999999999997
46027,2009-01-14,26.55
46028,2009-01-15,27.75
46029,2009-01-16,22.0
46030,2009-01-17,16.45
46031,2009-01-18,18.6
46032,2009-01-19,22.3
46033,2009-01-20,24.599999999999998
46034,2009-01-21,25.4
46035,2009-01-22,24.45
46036,2009-01-23,25.0
46037,2009-01-24,23.549999999999997
46038,2009-01-25,21.4
46039,2009-01-26,22.2
46040,2009-01-27,24.450000000000003
46041,2009-01-28,26.099999999999998
46042,2009-01-29,27.75
46043,2009-01-30,26.8
46044,2009-01-31,26.950000000000003
46045,2009-02-01,25.45
46046,2009-02-02,25.85
46047,2009-02-03,24.25
46048,2009-02-04,25.599999999999998
46049,2009-02-05,28.049999999999997
46050,2009-02-06,30.3
46051,2009-02-07,30.2
46052,2009-02-08,30.55
46053,2009-02-09,21.65
46054,2009-02-10,18.15
46055,2009-02-11,17.049999999999997
46056,2009-02-12,13.55
46057,2009-02-13,14.700000000000001
46058,2009-02-14,14.25
46059,2009-02-15,17.45
46060,2009-02-16,16.85
46061,2009-02-17,15.5
46062,2009-02-18,20.1
46063,2009-02-19,21.25
46064,2009-02-20,20.6
46065,2009-02-21,20.1
46066,2009-02-22,19.6
46067,2009-02-23,22.15
46068,2009-02-24,21.75
46069,2009-02-25,22.4
46070,2009-02-26,18.6
46071,2009-02-27,22.45
46072,2009-02-28,24.25
46073,2009-03-01,22.25
46074,2009-03-02,21.2
46075,2009-03-03,21.25
46076,2009-03-04,19.55
46077,2009-03-05,16.65
46078,2009-03-06,14.3
46079,2009-03-07,18.55
46080,2009-03-08,18.55
46081,2009-03-09,20.299999999999997
46082,2009-03-10,20.05
46083,2009-03-11,19.75
46084,2009-03-12,22.1
46085,2009-03-13,21.25
46086,2009-03-14,20.3
46087,2009-03-15,16.4
46088,2009-03-16,14.100000000000001
46089,2009-03-17,14.1
46090,2009-03-18,17.45
46091,2009-03-19,18.65
46092,2009-03-20,19.5
46093,2009-03-21,19.55
46094,2009-03-22,20.2
46095,2009-03-23,20.8
46096,2009-03-24,21.75
46097,2009-03-25,22.5
46098,2009-03-26,20.4
46099,2009-03-27,19.25
46100,2009-03-28,20.25
46101,2009-03-29,19.45
46102,2009-03-30,17.25
46103,2009-03-31,18.15
46104,2009-04-01,18.15
46105,2009-04-02,19.0
46106,2009-04-03,21.55
46107,2009-04-04,17.3
46108,2009-04-05,16.55
46109,2009-04-06,14.2
46110,2009-04-07,14.15
46111,2009-04-08,14.3
46112,2009-04-09,16.1
46113,2009-04-10,15.2
46114,2009-04-11,15.8
46115,2009-04-12,17.7
46116,2009-04-13,14.899999999999999
46117,2009-04-14,17.2
46118,2009-04-15,15.7
46119,2009-04-16,10.95
46120,2009-04-17,11.75
46121,2009-04-18,13.850000000000001
46122,2009-04-19,13.0
46123,2009-04-20,13.05
46124,2009-04-21,13.7
46125,2009-04-22,12.600000000000001
46126,2009-04-23,14.6
46127,2009-04-24,11.9
46128,2009-04-25,12.65
46129,2009-04-26,9.45
46130,2009-04-27,8.100000000000001
46131,2009-04-28,10.35
46132,2009-04-29,7.4
46133,2009-04-30,9.75
46134,2009-05-01,8.65
46135,2009-05-02,9.55
46136,2009-05-03,11.45
46137,2009-05-04,10.25
46138,2009-05-05,11.350000000000001
46139,2009-05-06,10.55
46140,2009-05-07,8.35
46141,2009-05-08,10.200000000000001
46142,2009-05-09,10.1
46143,2009-05-10,10.25
46144,2009-05-11,8.5
46145,2009-05-12,9.1
46146,2009-05-13,7.6499999999999995
46147,2009-05-14,9.5
46148,2009-05-15,12.100000000000001
46149,2009-05-16,13.25
46150,2009-05-17,8.3
46151,2009-05-18,8.55
46152,2009-05-19,10.85
46153,2009-05-20,11.65
46154,2009-05-21,11.850000000000001
46155,2009-05-22,12.85
46156,2009-05-23,13.850000000000001
46157,2009-05-24,13.3
46158,2009-05-25,12.3
46159,2009-05-26,9.65
46160,2009-05-27,13.100000000000001
46161,2009-05-28,8.799999999999999
46162,2009-05-29,7.75
46163,2009-05-30,7.45
46164,2009-05-31,9.600000000000001
46165,2009-06-01,9.649999999999999
46166,2009-06-02,10.95
46167,2009-06-03,11.75
46168,2009-06-04,10.1
46169,2009-06-05,12.6
46170,2009-06-06,7.1
46171,2009-06-07,8.0
46172,2009-06-08,9.6
46173,2009-06-09,6.9
46174,2009-06-10,5.800000000000001
46175,2009-06-11,1.6
46176,2009-06-12,0.9499999999999997
46177,2009-06-13,6.05
46178,2009-06-14,6.25
46179,2009-06-15,6.6499999999999995
46180,2009-06-16,7.2
46181,2009-06-17,8.15
46182,2009-06-18,6.0
46183,2009-06-19,6.800000000000001
46184,2009-06-20,7.55
46185,2009-06-21,10.85
46186,2009-06-22,8.5
46187,2009-06-23,7.5
46188,2009-06-24,6.45
46189,2009-06-25,6.55
46190,2009-06-26,7.8
46191,2009-06-27,10.35
46192,2009-06-28,11.0
46193,2009-06-29,9.65
46194,2009-06-30,12.4
46195,2009-07-01,10.2
46196,2009-07-02,8.65
46197,2009-07-03,7.949999999999999
46198,2009-07-04,7.4
46199,2009-07-05,7.1000000000000005
46200,2009-07-06,2.9000000000000004
46201,2009-07-07,3.95
46202,2009-07-08,4.5
46203,2009-07-09,6.7
46204,2009-07-10,7.1499999999999995
46205,2009-07-11,8.35
46206,2009-07-12,10.1
46207,2009-07-13,8.8
46208,2009-07-14,7.35
46209,2009-07-15,4.75
46210,2009-07-16,4.45
46211,2009-07-17,7.1
46212,2009-07-18,4.2
46213,2009-07-19,6.55
46214,2009-07-20,7.6000000000000005
46215,2009-07-21,7.75
46216,2009-07-22,10.8
46217,2009-07-23,7.699999999999999
46218,2009-07-24,3.9499999999999997
46219,2009-07-25,4.75
46220,2009-07-26,5.0
46221,2009-07-27,5.5
46222,2009-07-28,7.1
46223,2009-07-29,8.8
46224,2009-07-30,6.5
46225,2009-07-31,8.05
46226,2009-08-01,5.6499999999999995
46227,2009-08-02,4.85
46228,2009-08-03,8.55
46229,2009-08-04,6.3500000000000005
46230,2009-08-05,5.55
46231,2009-08-06,9.55
46232,2009-08-07,10.5
46233,2009-08-08,4.5
46234,2009-08-09,4.25
46235,2009-08-10,5.8
46236,2009-08-11,9.1
46237,2009-08-12,7.2
46238,2009-08-13,10.0
46239,2009-08-14,7.9
46240,2009-08-15,8.15
46241,2009-08-16,6.8
46242,2009-08-17,9.649999999999999
46243,2009-08-18,5.65
46244,2009-08-19,6.8999999999999995
46245,2009-08-20,10.6
46246,2009-08-21,7.25
46247,2009-08-22,8.55
46248,2009-08-23,13.549999999999999
46249,2009-08-24,13.2
46250,2009-08-25,8.2
46251,2009-08-26,7.550000000000001
46252,2009-08-27,10.4
46253,2009-08-28,10.15
46254,2009-08-29,12.2
46255,2009-08-30,8.5
46256,2009-08-31,9.25
46257,2009-09-01,10.3
46258,2009-09-02,6.9
46259,2009-09-03,9.350000000000001
46260,2009-09-04,12.649999999999999
46261,2009-09-05,7.4
46262,2009-09-06,5.800000000000001
46263,2009-09-07,6.95
46264,2009-09-08,7.9
46265,2009-09-09,7.8999999999999995
46266,2009-09-10,9.95
46267,2009-09-11,8.0
46268,2009-09-12,13.5
46269,2009-09-13,14.85
46270,2009-09-14,13.8
46271,2009-09-15,11.65
46272,2009-09-16,11.850000000000001
46273,2009-09-17,14.899999999999999
46274,2009-09-18,15.25
46275,2009-09-19,14.2
46276,2009-09-20,13.15
46277,2009-09-21,10.95
46278,2009-09-22,16.3
46279,2009-09-23,10.9
46280,2009-09-24,11.850000000000001
46281,2009-09-25,11.0
46282,2009-09-26,8.1
46283,2009-09-27,5.949999999999999
46284,2009-09-28,9.299999999999999
46285,2009-09-29,10.0
46286,2009-09-30,9.700000000000001
46287,2009-10-01,13.700000000000001
46288,2009-10-02,12.15
46289,2009-10-03,9.8
46290,2009-10-04,9.5
46291,2009-10-05,12.45
46292,2009-10-06,9.4
46293,2009-10-07,5.2
46294,2009-10-08,9.05
46295,2009-10-09,7.1
46296,2009-10-10,8.5
46297,2009-10-11,10.1
46298,2009-10-12,8.7
46299,2009-10-13,11.7
46300,2009-10-14,11.5
46301,2009-10-15,11.5
46302,2009-10-16,9.4
46303,2009-10-17,8.6
46304,2009-10-18,13.45
46305,2009-10-19,12.600000000000001
46306,2009-10-20,15.45
46307,2009-10-21,16.5
46308,2009-10-22,19.2
46309,2009-10-23,18.45
46310,2009-10-24,17.05
46311,2009-10-25,13.5
46312,2009-10-26,11.65
46313,2009-10-27,12.95
46314,2009-10-28,17.05
46315,2009-10-29,16.8
46316,2009-10-30,18.65
46317,2009-10-31,19.4
46318,2009-11-01,21.85
46319,2009-11-02,23.549999999999997
46320,2009-11-03,23.450000000000003
46321,2009-11-04,16.95
46322,2009-11-05,14.65
46323,2009-11-06,15.8
46324,2009-11-07,17.15
46325,2009-11-08,
46326,2009-11-09,
46327,2009-11-10,21.05
46328,2009-11-11,21.75
46329,2009-11-12,22.9
46330,2009-11-13,20.45
46331,2009-11-14,20.349999999999998
46332,2009-11-15,23.200000000000003
46333,2009-11-16,23.25
46334,2009-11-17,19.25
46335,2009-11-18,22.45
46336,2009-11-19,26.05
46337,2009-11-20,28.1
46338,2009-11-21,24.35
46339,2009-11-22,23.950000000000003
46340,2009-11-23,16.5
46341,2009-11-24,16.75
46342,2009-11-25,23.200000000000003
46343,2009-11-26,23.599999999999998
46344,2009-11-27,19.8
46345,2009-11-28,20.5
46346,2009-11-29,16.55
46347,2009-11-30,15.05
46348,2009-12-01,14.15
46349,2009-12-02,15.3
46350,2009-12-03,17.85
46351,2009-12-04,20.05
46352,2009-12-05,18.45
46353,2009-12-06,19.55
46354,2009-12-07,21.75
46355,2009-12-08,23.200000000000003
46356,2009-12-09,17.2
46357,2009-12-10,18.85
46358,2009-12-11,16.9
46359,2009-12-12,17.3
46360,2009-12-13,20.5
46361,2009-12-14,21.1
46362,2009-12-15,23.5
46363,2009-12-16,24.85
46364,2009-12-17,26.9
46365,2009-12-18,21.8
46366,2009-12-19,18.9
46367,2009-12-20,21.1
46368,2009-12-21,23.55
46369,2009-12-22,23.549999999999997
46370,2009-12-23,24.599999999999998
46371,2009-12-24,26.4
46372,2009-12-25,18.6
46373,2009-12-26,15.8
46374,2009-12-27,20.4
46375,2009-12-28,22.9
46376,2009-12-29,22.7
46377,2009-12-30,19.95
46378,2009-12-31,21.15
46379,2010-01-01,24.7
46380,2010-01-02,25.05
46381,2010-01-03,23.049999999999997
46382,2010-01-04,21.9
46383,2010-01-05,22.15
46384,2010-01-06,23.799999999999997
46385,2010-01-07,20.6
46386,2010-01-08,24.349999999999998
46387,2010-01-09,
46388,2010-01-10,
46389,2010-01-11,27.25
46390,2010-01-12,29.349999999999998
46391,2010-01-13,29.65
46392,2010-01-14,21.15
46393,2010-01-15,23.1
46394,2010-01-16,23.65
46395,2010-01-17,19.95
46396,2010-01-18,16.1
46397,2010-01-19,14.2
46398,2010-01-20,20.450000000000003
46399,2010-01-21,
46400,2010-01-22,
46401,2010-01-23,30.200000000000003
46402,2010-01-24,20.5
46403,2010-01-25,23.5
46404,2010-01-26,26.15
46405,2010-01-27,24.450000000000003
46406,2010-01-28,25.549999999999997
46407,2010-01-29,23.849999999999998
46408,2010-01-30,22.3
46409,2010-01-31,22.75
46410,2010-02-01,24.8
46411,2010-02-02,21.2
46412,2010-02-03,22.6
46413,2010-02-04,24.5
46414,2010-02-05,23.0
46415,2010-02-06,20.9
46416,2010-02-07,21.25
46417,2010-02-08,23.2
46418,2010-02-09,
46419,2010-02-10,25.299999999999997
46420,2010-02-11,25.0
46421,2010-02-12,25.5
46422,2010-02-13,18.15
46423,2010-02-14,19.8
46424,2010-02-15,20.049999999999997
46425,2010-02-16,20.15
46426,2010-02-17,19.65
46427,2010-02-18,17.75
46428,2010-02-19,18.2
46429,2010-02-20,19.75
46430,2010-02-21,22.549999999999997
46431,2010-02-22,23.9
46432,2010-02-23,22.1
46433,2010-02-24,17.65
46434,2010-02-25,18.8
46435,2010-02-26,17.65
46436,2010-02-27,20.6
46437,2010-02-28,21.65
46438,2010-03-01,16.8
46439,2010-03-02,14.850000000000001
46440,2010-03-03,17.0
46441,2010-03-04,18.1
46442,2010-03-05,17.85
46443,2010-03-06,22.2
46444,2010-03-07,22.15
46445,2010-03-08,21.049999999999997
46446,2010-03-09,18.85
46447,2010-03-10,15.0
46448,2010-03-11,14.0
46449,2010-03-12,15.7
46450,2010-03-13,16.4
46451,2010-03-14,16.0
46452,2010-03-15,16.75
46453,2010-03-16,18.25
46454,2010-03-17,18.7
46455,2010-03-18,19.55
46456,2010-03-19,18.5
46457,2010-03-20,19.65
46458,2010-03-21,20.7
46459,2010-03-22,15.75
46460,2010-03-23,17.2
46461,2010-03-24,17.35
46462,2010-03-25,19.45
46463,2010-03-26,18.9
46464,2010-03-27,18.1
46465,2010-03-28,20.8
46466,2010-03-29,19.9
46467,2010-03-30,18.5
46468,2010-03-31,16.8
46469,2010-04-01,14.850000000000001
46470,2010-04-02,13.9
46471,2010-04-03,15.0
46472,2010-04-04,14.2
46473,2010-04-05,14.35
46474,2010-04-06,15.1
46475,2010-04-07,17.1
46476,2010-04-08,18.35
46477,2010-04-09,14.5
46478,2010-04-10,15.350000000000001
46479,2010-04-11,16.65
46480,2010-04-12,11.8
46481,2010-04-13,10.25
46482,2010-04-14,11.2
46483,2010-04-15,12.799999999999999
46484,2010-04-16,14.649999999999999
46485,2010-04-17,15.45
46486,2010-04-18,16.9
46487,2010-04-19,17.05
46488,2010-04-20,17.2
46489,2010-04-21,15.55
46490,2010-04-22,16.349999999999998
46491,2010-04-23,15.5
46492,2010-04-24,15.950000000000001
46493,2010-04-25,14.899999999999999
46494,2010-04-26,9.2
46495,2010-04-27,8.35
46496,2010-04-28,10.75
46497,2010-04-29,13.450000000000001
46498,2010-04-30,11.55
46499,2010-05-01,12.65
46500,2010-05-02,11.45
46501,2010-05-03,12.15
46502,2010-05-04,14.55
46503,2010-05-05,11.2
46504,2010-05-06,10.75
46505,2010-05-07,9.3
46506,2010-05-08,9.85
46507,2010-05-09,10.5
46508,2010-05-10,10.149999999999999
46509,2010-05-11,9.75
46510,2010-05-12,6.2
46511,2010-05-13,6.1
46512,2010-05-14,8.35
46513,2010-05-15,8.3
46514,2010-05-16,7.5
46515,2010-05-17,9.850000000000001
46516,2010-05-18,8.2
46517,2010-05-19,7.6499999999999995
46518,2010-05-20,7.45
46519,2010-05-21,8.9
46520,2010-05-22,7.8
46521,2010-05-23,8.7
46522,2010-05-24,9.65
46523,2010-05-25,10.75
46524,2010-05-26,11.25
46525,2010-05-27,9.95
46526,2010-05-28,12.35
46527,2010-05-29,11.649999999999999
46528,2010-05-30,10.65
46529,2010-05-31,12.5
46530,2010-06-01,7.5
46531,2010-06-02,9.100000000000001
46532,2010-06-03,10.3
46533,2010-06-04,11.05
46534,2010-06-05,7.6000000000000005
46535,2010-06-06,6.2
46536,2010-06-07,5.55
